,Lat,Lon,District,Small_district,Rooms,Price,Price_duplicate,Totsp,Livesp,Kitsp,Dist,Stname,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,Link
5651,55.54265,37.483912,9,,2,5604480,5604480.0,57.6,10.8,36.4,1594.11273674,Бунинская аллея,5,0,,0,0,3,18,1,http://www.cian.ru/sale/flat/151097877/
5652,55.670397,37.774751,4,,1,4812753,4812753.0,35.3,12.5,13.6,655.084907829,Люблино,4,0,,0,1,17,17,1,http://www.cian.ru/sale/flat/150843077/
5653,55.707096,37.816962,4,Выхино-Жулебино,1,5450000,5450000.0,35.6,6.9,17.8,376.162709989,Выхино,15,1,1,1,1,5,12,0,http://www.cian.ru/sale/flat/150702791/
5654,55.575459,37.668947,5,Бирюлёво Восточное,1,4700000,4700000.0,38.0,,20.0,1357.93546279,Царицыно,5,0,0,0,0,1,14,0,http://www.cian.ru/sale/flat/149364529/
5655,55.82134,37.822685,3,Гольяново,1,4900000,4900000.0,35.0,,21.0,515.317552135,Щелковская,5,0,0,0,1,7,9,0,http://www.cian.ru/sale/flat/150627727/
5656,55.588738,37.603023,5,,1,6770980,6770980.0,46.6,10.2,24.4,1261.33246307,Аннино,5,1,,0,0,22,25,1,http://www.cian.ru/sale/flat/149096251/
5657,55.730857,37.643866,0,,1,12149427,12149427.0,38.6,,,193.56231169,Павелецкая,8,1,,0,0,2,7,1,http://www.cian.ru/sale/flat/150866572/
5658,55.827277,37.81531,3,Гольяново,1,4300000,4300000.0,34.7,,20.9,562.539296511,Щелковская,10,0,0,1,1,9,9,0,http://www.cian.ru/sale/flat/143310483/
5659,55.592683,37.116483,9,,2,3512442,3512442.0,41.1,,,1232.52283433,,,,,0,0,1,7,1,http://www.cian.ru/sale/flat/148295617/
5660,55.706533,37.786743,4,Кузьминки,2,5750000,5750000.0,38.0,,24.0,380.47043468,Рязанский проспект,17,1,0,0,1,7,9,0,http://www.cian.ru/sale/flat/147505934/
5661,55.763012,37.571866,0,Пресненский,1,10250000,10250000.0,37.0,10.0,18.0,55.9601633142,Улица 1905 года,5,1,1,0,1,6,9,0,http://www.cian.ru/sale/flat/150057539/
5662,55.789406,37.49223,8,Щукино,2,8500000,8500000.0,57.0,12.0,27.0,262.777520425,Октябрьское поле,5,1,1,0,0,1,9,0,http://www.cian.ru/sale/flat/151490119/
5663,55.848943,37.578073,2,,3,9450688,9450688.0,59.3,,,735.566681712,,,,,0,0,10,16,1,http://www.cian.ru/sale/flat/150602303/
5664,55.579811,37.67131,5,,1,6152003,6152003.0,42.7,,,1326.33860357,Царицыно,20,0,,0,0,23,45,1,http://www.cian.ru/sale/flat/151362277/
5665,55.797413,37.497031,8,,1,12605994,12605994.0,56.7,13.6,18.2,325.86432246,Октябрьское поле,3,0,,0,1,2,9,1,http://www.cian.ru/sale/flat/150188116/
5666,55.729219,37.762695,4,Рязанский,2,5390000,5390000.0,45.0,,45.0,206.199555727,Рязанский проспект,20,1,1,1,1,3,5,0,http://www.cian.ru/sale/flat/150987673/
5667,55.533017,37.447503,9,,2,5950000,5950000.0,76.7,12.0,35.0,1662.76414742,Бунинская аллея,12,0,,0,1,2,9,0,http://www.cian.ru/sale/flat/151509454/
5668,55.700966,37.93937,4,,2,6859000,6859000.0,72.2,,,423.018020783,Выхино,15,0,,0,1,21,25,1,http://www.cian.ru/sale/flat/151233141/
5669,55.699585,37.635363,5,,1,8400070,8400070.0,34.3,,,433.559322299,Тульская,10,0,,0,1,13,14,1,http://www.cian.ru/sale/flat/151461481/
5670,55.923357,37.541072,2,Северный,2,8100000,8100000.0,52.0,10.0,30.0,1337.81315047,Дмитровская,5,1,0,1,1,2,17,0,http://www.cian.ru/sale/flat/151591610/
5671,55.645719,37.704716,4,,2,5881890,5881890.0,44.3,10.0,25.2,840.444868964,Марьино,20,1,,0,0,3,6,1,http://www.cian.ru/sale/flat/140853659/
5672,55.721518,37.613341,0,Якиманка,4,64000000,64000000.0,150.0,13.3,101.7,265.515677266,Шаболовская,5,1,1,1,1,9,10,0,http://www.cian.ru/sale/flat/149027343/
5673,55.651277,37.572055,6,Зюзино,2,9600000,9600000.0,52.0,12.0,30.0,798.855967924,Новые Черемушки,10,1,0,1,1,11,17,0,http://www.cian.ru/sale/flat/150650475/
5674,55.879824,37.543794,1,,2,8816880,8816880.0,65.4,13.9,34.1,984.033197108,Петровско-Разумовская,10,0,,0,1,13,24,1,http://www.cian.ru/sale/flat/151511028/
5675,55.84073,37.494404,1,,1,9009900,9009900.0,42.3,,,669.848472091,Водный стадион,4,0,,0,0,22,,1,http://www.cian.ru/sale/flat/148284863/
5676,55.670397,37.774751,4,,2,7040918,7040918.0,57.4,14.4,29.4,655.084907829,Люблино,4,0,,0,1,5,17,1,http://www.cian.ru/sale/flat/150843162/
5677,55.576473,37.673742,5,,1,7308000,7308000.0,46.4,10.2,17.5,1350.57905959,,,,,0,1,3,21,1,http://www.cian.ru/sale/flat/149668919/
5678,55.576473,37.673742,5,,1,7418250,7418250.0,47.1,13.8,20.7,1350.57905959,,,,,0,1,3,22,1,http://www.cian.ru/sale/flat/149668531/
5679,55.858347,37.500702,1,Ховрино,1,6100000,6100000.0,41.0,,18.0,811.004250375,Речной вокзал,15,1,0,1,1,17,17,0,http://www.cian.ru/sale/flat/150205077/
5680,55.872026,37.567824,1,Восточное Дегунино,3,10990000,10990000.0,76.0,10.0,45.0,921.090576403,,,,0,0,1,8,17,0,http://www.cian.ru/sale/flat/149080821/
5681,55.693591,37.532439,7,Раменки,4,94000000,94000000.0,165.0,25.0,100.0,479.249836517,Университет,1,0,0,0,0,6,16,0,http://www.cian.ru/sale/flat/151536337/
5682,55.537021,37.157806,10,поселение Первомайское,3,3150000,3150000.0,81.2,15.0,56.0,1634.26762214,Саларьево,20,0,1,0,0,4,4,0,http://www.cian.ru/sale/flat/46994074/
5683,55.626502,37.603038,5,Чертаново Северное,1,5950000,5950000.0,33.4,,18.4,983.518872229,Южная,7,1,0,1,0,8,9,0,http://www.cian.ru/sale/flat/151426660/
5684,55.700542,37.934563,4,,2,6000200,6000200.0,61.6,,,426.255021865,Выхино,11,0,,0,1,11,17,1,http://www.cian.ru/sale/flat/151473868/
5685,55.487015,37.297296,10,Троицк,3,9000000,9000000.0,96.0,16.0,53.0,1986.11958435,Теплый Стан,20,0,0,1,1,16,17,0,http://www.cian.ru/sale/flat/145393382/
5686,55.883671,37.589365,2,Алтуфьевский,2,7200000,7200000.0,50.0,10.0,32.0,1015.13380889,Бибирево,14,1,0,0,1,6,12,0,http://www.cian.ru/sale/flat/149407754/
5687,55.703309,37.937965,4,,2,5926188,5926188.0,63.4,,,405.121449758,Выхино,15,0,,0,1,2,17,1,http://www.cian.ru/sale/flat/151180181/
5688,55.700182,37.810836,4,Выхино-Жулебино,3,7500000,7500000.0,58.0,,40.0,429.0030229,Выхино,5,0,1,0,1,2,9,0,http://www.cian.ru/sale/flat/149541639/
5689,55.756386,37.50884,7,Филёвский Парк,2,9800000,9800000.0,55.0,15.0,33.0,4.3202321727,,,,1,0,1,11,18,0,http://www.cian.ru/sale/flat/150831207/
5690,55.867536,37.638988,2,Южное Медведково,1,8995000,8995000.0,47.0,10.0,21.5,884.909796508,Свиблово,4,0,0,1,1,16,25,0,http://www.cian.ru/sale/flat/151021234/
5691,55.642677,37.388906,7,,4,11110060,11110060.0,98.8,,,863.167910829,Юго-Западная,25,0,,0,1,11,19,1,http://www.cian.ru/sale/flat/150998874/
5692,55.736949,37.409702,7,Кунцево,1,6850000,6850000.0,36.0,10.0,20.0,146.49889142,Молодежная,5,1,1,1,0,1,5,0,http://www.cian.ru/sale/flat/149609963/
5693,55.575856,37.673906,5,,1,6772800,6772800.0,40.8,8.8,15.3,1355.0556953,,,,,0,1,24,24,1,http://www.cian.ru/sale/flat/149667518/
5694,55.494075,37.554439,9,,2,5575180,5575180.0,68.0,10.8,30.4,1936.98481133,Бунинская аллея,22,0,,0,1,14,21,1,http://www.cian.ru/sale/flat/151130255/
5695,55.774456,37.615282,0,Тверской,2,13500000,13500000.0,60.0,,37.0,145.415677813,Цветной бульвар,7,1,1,1,0,2,9,0,http://www.cian.ru/sale/flat/151410507/
5696,55.649277,37.497643,6,,1,6587568,6587568.0,45.9,,33.1,813.832064225,Юго-Западная,7,0,,0,1,7,7,1,http://www.cian.ru/sale/flat/150967025/
5697,55.901389,37.387244,8,Куркино,1,9750000,9750000.0,55.0,14.0,24.0,1158.78490868,,,,1,0,1,5,22,0,http://www.cian.ru/sale/flat/149353527/
5698,55.776051,37.626556,0,Мещанский,1,9750000,9750000.0,37.9,10.0,19.0,157.910028766,Цветной бульвар,8,1,1,0,1,12,16,0,http://www.cian.ru/sale/flat/147944625/
5699,55.871839,37.602984,2,Отрадное,2,5900000,5900000.0,45.0,6.5,30.0,919.582824182,Отрадное,14,1,0,0,0,1,9,0,http://www.cian.ru/sale/flat/148181587/
5700,55.614485,37.739698,5,,2,5999999,5999999.0,45.0,,28.0,1072.4101661,Красногвардейская,3,1,,1,0,1,9,0,http://www.cian.ru/sale/flat/151460254/
5701,55.649277,37.497643,6,,1,6038604,6038604.0,42.9,18.7,14.4,813.832064225,Юго-Западная,7,0,,0,1,7,7,1,http://www.cian.ru/sale/flat/150967200/
5702,55.583332,37.685871,5,Бирюлёво Восточное,1,5100000,5100000.0,39.9,8.5,20.5,1300.72974102,,,,0,0,1,6,12,0,http://www.cian.ru/sale/flat/149498771/
5703,55.705452,37.399048,7,Можайский,2,8000000,8000000.0,59.0,10.0,33.0,388.739096898,Молодежная,10,0,0,0,1,20,22,0,http://www.cian.ru/sale/flat/151148433/
5704,55.605237,37.651461,5,,3,5800000,5800000.0,84.0,14.8,46.7,1140.51114396,Царицыно,3,1,,0,1,9,18,1,http://www.cian.ru/sale/flat/151287746/
5705,55.537021,37.157806,10,поселение Первомайское,2,3990000,3990000.0,46.0,,32.0,1634.26762214,Юго-Западная,25,0,1,0,1,2,3,0,http://www.cian.ru/sale/flat/151237013/
5706,55.642677,37.388906,7,,3,7675294,7675294.0,76.2,9.5,44.2,863.167910829,Саларьево,15,0,,0,1,9,11,1,http://www.cian.ru/sale/flat/151521645/
5707,55.820809,37.646193,2,Алексеевский,1,7900000,7900000.0,35.0,,20.0,511.098157112,ВДНХ,5,1,1,0,1,4,9,0,http://www.cian.ru/sale/flat/148686358/
5708,55.787062,37.460116,8,Хорошёво-Мнёвники,2,8000000,8000000.0,42.4,5.1,28.5,244.339366055,,,,1,1,1,9,9,0,http://www.cian.ru/sale/flat/149520938/
5709,55.628932,37.341843,9,,1,5100000,5100000.0,40.1,10.0,17.0,965.489464273,Саларьево,20,1,,0,1,8,9,1,http://www.cian.ru/sale/flat/151289266/
5710,55.633661,37.414421,7,,1,4038606,4038606.0,38.6,10.6,14.4,930.350574401,Саларьево,10,0,,0,1,21,25,1,http://www.cian.ru/sale/flat/150966793/
5711,55.820897,37.429779,8,,2,12659996,12659996.0,72.9,12.5,37.0,511.797370147,Спартак,5,1,,0,1,18,19,1,http://www.cian.ru/sale/flat/29651464/
5712,55.87875,37.538587,1,,3,10732008,10732008.0,80.5,,,975.356337026,,,,,0,1,8,21,1,http://www.cian.ru/sale/flat/151555497/
5713,55.651236,37.340662,9,,1,1899111,1899111.0,23.1,,23.0,799.163098126,Юго-Западная,18,0,,0,0,2,3,1,http://www.cian.ru/sale/flat/150799930/
5714,55.711016,37.436283,7,,1,7900000,7900000.0,54.0,,,346.144899468,Славянский бульвар,8,0,,0,0,4,7,0,http://www.cian.ru/sale/flat/142987344/
5715,55.809024,37.475441,8,Щукино,1,9500000,9500000.0,38.5,9.5,19.6,417.626763405,Щукинская,9,1,0,1,1,4,22,0,http://www.cian.ru/sale/flat/33362920/
5716,55.519412,37.395328,9,,1,3920000,3920000.0,43.0,,14.8,1759.17553036,Теплый Стан,15,0,,0,0,2,3,1,http://www.cian.ru/sale/flat/150488368/
5717,55.661247,37.574139,6,Черёмушки,2,7950000,7950000.0,44.7,6.1,27.6,724.022243504,Новые Черемушки,15,1,0,0,1,6,9,0,http://www.cian.ru/sale/flat/151571147/
5718,55.60815,37.610431,5,Чертаново Южное,1,5350000,5350000.0,36.0,10.0,20.0,1119.0893095,Пражская,5,1,1,0,0,12,12,0,http://www.cian.ru/sale/flat/151561528/
5719,55.504134,37.536212,9,,2,5065973,5065973.0,61.5,11.7,31.8,1866.66718532,Бунинская аллея,10,0,,0,1,2,10,1,http://www.cian.ru/sale/flat/48903921/
5720,55.733452,37.709147,4,Нижегородский,2,7250000,7250000.0,55.0,,32.0,173.52696562,Таганская,10,0,0,0,1,5,12,0,http://www.cian.ru/sale/flat/149638567/
5721,55.673214,37.792852,4,Люблино,1,5100000,5100000.0,40.9,8.4,20.7,633.811914254,Люблино,7,0,0,0,1,5,14,0,http://www.cian.ru/sale/flat/148954644/
5722,55.742012,37.676547,0,,1,16527416,16527416.0,51.7,,,107.309393683,Римская,9,1,,0,1,4,13,1,http://www.cian.ru/sale/flat/151000907/
5723,55.742073,37.67661,0,,1,17454198,17454198.0,51.8,11.7,20.4,106.836814977,Римская,5,1,,0,1,11,13,1,http://www.cian.ru/sale/flat/148269772/
5724,55.754005,37.819136,3,Новогиреево,3,10390000,10390000.0,70.0,12.0,46.0,14.208282263,Новогиреево,4,1,1,0,1,6,14,0,http://www.cian.ru/sale/flat/149829352/
5725,55.864288,37.667779,2,Бабушкинский,1,6400000,6400000.0,35.1,10.0,20.0,858.765093466,Бабушкинская,11,1,0,1,1,7,12,0,http://www.cian.ru/sale/flat/151164163/
5726,55.70491,37.497459,7,,2,19900000,19900000.0,75.4,12.0,40.0,392.883675257,,,,,0,1,9,12,0,http://www.cian.ru/sale/flat/150677102/
5727,55.848943,37.578073,2,,1,6063360,6063360.0,39.0,,,735.566681712,,,,,0,0,15,16,1,http://www.cian.ru/sale/flat/150602322/
5728,55.869347,37.669356,2,,1,5156650,5156650.0,30.3,8.8,13.4,899.497599383,Бабушкинская,3,1,,0,1,6,17,1,http://www.cian.ru/sale/flat/150002574/
5729,55.870925,37.682736,2,,1,9118200,9118200.0,50.1,22.0,14.5,912.214495552,Бабушкинская,10,1,,0,1,3,11,1,http://www.cian.ru/sale/flat/147134701/
5730,55.48879,37.294278,10,Троицк,1,4150000,4150000.0,43.0,10.0,23.0,1973.78333753,,,,1,0,1,7,17,0,http://www.cian.ru/sale/flat/151421792/
5731,55.625755,37.594962,5,Чертаново Северное,2,6000000,6000000.0,40.0,6.5,24.0,989.057586478,Южная,13,1,1,1,1,7,14,0,http://www.cian.ru/sale/flat/149705081/
5732,55.731075,37.64348,0,,1,15992191,15992191.0,42.1,,,191.879885976,Павелецкая,5,1,,0,0,2,7,1,http://www.cian.ru/sale/flat/48895401/
5733,55.864838,37.561877,1,Бескудниковский,1,6750000,6750000.0,38.0,,19.0,863.190650538,Петровско-Разумовская,10,0,0,1,1,12,17,0,http://www.cian.ru/sale/flat/151117629/
5734,55.511639,37.57033,9,,2,6600000,6600000.0,70.0,12.0,40.0,1813.96750163,Бульвар Дмитрия Донского,15,0,,0,1,9,11,0,http://www.cian.ru/sale/flat/148189224/
5735,55.632753,37.474004,6,Тёплый Стан,3,7800000,7800000.0,64.0,,46.7,937.102797157,Юго-Западная,5,0,0,0,0,2,9,0,http://www.cian.ru/sale/flat/146144954/
5736,55.626538,37.720582,5,Орехово-Борисово Северное,1,6300000,6300000.0,41.0,,20.0,983.251902734,Шипиловская,23,1,0,0,1,7,14,0,http://www.cian.ru/sale/flat/149945871/
5737,55.658581,37.744262,4,Марьино,1,5949000,5949000.0,39.0,,20.0,744.061856955,Братиславская,5,1,0,0,0,1,17,0,http://www.cian.ru/sale/flat/151561541/
5738,55.654701,37.600181,6,,1,8340734,8340734.0,41.4,,,773.189131964,Каховская,7,1,,0,1,7,20,1,http://www.cian.ru/sale/flat/151404261/
5739,55.649277,37.497643,6,,2,9113244,9113244.0,62.3,9.8,15.2,813.832064225,Юго-Западная,7,0,,0,1,5,7,1,http://www.cian.ru/sale/flat/150967084/
5740,55.565536,37.496855,9,,1,3653320,3653320.0,44.0,,23.0,1429.74625131,Теплый Стан,15,0,,0,1,1,16,1,http://www.cian.ru/sale/flat/150984073/
5741,55.701359,37.756021,4,Кузьминки,2,6500000,6500000.0,38.0,7.5,23.0,420.017236842,Кузьминки,10,1,1,1,1,8,9,0,http://www.cian.ru/sale/flat/147476042/
5742,55.885453,37.670735,2,Северное Медведково,1,4780000,4780000.0,36.0,,19.0,1029.55107909,Медведково,8,1,0,0,0,8,9,0,http://www.cian.ru/sale/flat/150687541/
5743,55.743147,37.683769,0,Таганский,1,10000000,10000000.0,38.5,9.8,18.6,98.5147126734,Римская,7,1,1,1,1,5,17,0,http://www.cian.ru/sale/flat/151253367/
5744,55.815661,37.400225,8,Строгино,2,9500000,9500000.0,54.0,,33.0,470.226366713,Строгино,10,1,0,0,1,14,16,0,http://www.cian.ru/sale/flat/151209656/
5745,55.523648,37.510957,6,,2,5293090,5293090.0,57.7,,57.7,1729.22646435,Бунинская аллея,15,1,,0,0,3,17,1,http://www.cian.ru/sale/flat/151250029/
5746,55.740451,37.592716,0,Хамовники,3,150910000,150910000.0,178.0,64.0,50.0,119.399395044,Парк Культуры,9,1,1,1,1,6,7,0,http://www.cian.ru/sale/flat/151198032/
5747,55.665492,37.498743,7,Тропарёво-Никулино,2,7700000,7700000.0,44.3,5.9,27.8,692.070412964,Юго-Западная,15,1,1,1,0,9,9,0,http://www.cian.ru/sale/flat/151369166/
5748,55.838668,37.390415,8,Митино,3,12500000,12500000.0,74.0,11.0,40.0,653.373345722,Волоколамская,5,1,0,0,1,16,16,0,http://www.cian.ru/sale/flat/150901029/
5749,55.649277,37.497643,6,,1,5768400,5768400.0,41.8,,26.3,813.832064225,Юго-Западная,7,0,,0,1,3,7,1,http://www.cian.ru/sale/flat/150967016/
5750,55.870561,37.707036,2,Ярославский,3,7500000,7500000.0,60.0,,38.0,909.280577456,ВДНХ,20,0,0,1,1,8,9,0,http://www.cian.ru/sale/flat/150577913/
5751,55.73408,37.673349,0,Таганский,3,12000000,12000000.0,51.5,,33.2,168.675612812,Крестьянская застава,8,1,0,1,1,6,9,0,http://www.cian.ru/sale/flat/148771434/
5752,55.707081,37.675136,4,Южнопортовый,2,7300000,7300000.0,41.0,,25.0,376.277492069,Кожуховская,8,1,1,0,0,3,5,0,http://www.cian.ru/sale/flat/151521097/
5753,55.634247,37.798251,4,Капотня,2,5200000,5200000.0,48.0,6.5,30.0,925.991523364,Алма-Атинская,15,1,0,1,1,9,9,0,http://www.cian.ru/sale/flat/151538365/
5754,55.865445,37.694244,2,Ярославский,3,7800000,7800000.0,57.0,,38.0,868.07564061,Бабушкинская,29,1,0,1,1,1,9,0,http://www.cian.ru/sale/flat/151459014/
5755,55.740857,37.483759,7,Филёвский Парк,3,9300000,9300000.0,54.2,5.4,37.0,116.25553398,Филевский парк,2,1,1,0,1,3,5,0,http://www.cian.ru/sale/flat/150660142/
5756,55.842603,37.373409,8,,1,5250000,5250000.0,32.1,,,684.822040073,Митино,3,0,,0,0,13,,1,http://www.cian.ru/sale/flat/148285026/
5757,55.782011,37.469829,8,,1,7918200,7918200.0,33.2,,,204.65436111,Октябрьское поле,12,0,,0,0,3,31,1,http://www.cian.ru/sale/flat/150600593/
5758,55.742103,37.68897,0,Таганский,3,18900000,18900000.0,90.0,10.0,54.2,106.604395594,Римская,12,1,0,1,1,11,17,0,http://www.cian.ru/sale/flat/150204287/
5759,55.850616,37.618053,2,,2,9319180,9319180.0,49.1,8.8,31.8,748.972545502,Ботанический сад,10,1,,0,0,12,18,1,http://www.cian.ru/sale/flat/147735539/
5760,55.633661,37.414421,7,,2,5581345,5581345.0,57.5,,,930.350574401,Саларьево,5,0,,0,1,9,25,1,http://www.cian.ru/sale/flat/151404132/
5761,55.755687,37.410915,7,Крылатское,1,10400000,10400000.0,38.0,,20.0,1.12079391447,Крылатское,2,1,0,0,1,9,17,0,http://www.cian.ru/sale/flat/149754101/
5762,55.720798,37.444099,7,Можайский,3,,95633752.0,148.0,20.0,112.0,271.053148051,Кунцевская,17,1,1,1,1,4,15,0,http://www.cian.ru/sale/flat/150582635/
5764,55.633567,37.682404,5,Царицыно,2,5600000,5600000.0,47.0,6.1,30.5,931.049710115,Царицыно,5,0,0,1,0,2,9,0,http://www.cian.ru/sale/flat/149536777/
5765,55.604896,37.653976,5,,2,5990000,5990000.0,55.0,11.0,32.0,1143.01705888,Царицыно,21,1,,0,1,13,18,1,http://www.cian.ru/sale/flat/151231475/
5766,55.847235,37.343236,8,Митино,1,7000000,7000000.0,42.0,11.0,18.0,721.886962774,Пятницкое шоссе,14,1,0,1,1,3,14,0,http://www.cian.ru/sale/flat/150379914/
5767,55.775793,37.689042,0,Басманный,1,5300000,5300000.0,34.8,9.6,20.0,155.888561219,Бауманская,10,1,1,0,1,1,16,0,http://www.cian.ru/sale/flat/149565205/
5768,55.870587,37.715606,2,Ярославский,3,7300000,7300000.0,60.0,,42.0,909.490133304,Ботанический сад,12,0,0,1,1,4,9,0,http://www.cian.ru/sale/flat/150668320/
5769,55.85011,37.355399,8,Митино,1,6500000,6500000.0,38.2,8.5,19.1,744.917258609,Митино,6,1,0,1,1,7,17,0,http://www.cian.ru/sale/flat/151169449/
5770,55.412114,37.186606,10,поселение Михайлово-Ярцевское,2,3700000,3700000.0,43.0,,29.0,2495.91924072,,,,1,0,1,4,5,0,http://www.cian.ru/sale/flat/151177896/
5771,55.670397,37.774751,4,,1,3728856,3728856.0,24.8,,17.7,655.084907829,Люблино,4,0,,0,1,11,17,1,http://www.cian.ru/sale/flat/150842748/
5772,55.79348,37.487029,8,Щукино,4,54990000,54990000.0,157.0,20.0,90.0,294.85655684,Октябрьское поле,10,0,1,1,0,8,20,0,http://www.cian.ru/sale/flat/47689077/
5773,55.857508,37.51591,1,Головинский,2,6000000,6000000.0,44.0,,29.0,804.26576616,,,,1,0,1,2,5,0,http://www.cian.ru/sale/flat/151141474/
5774,55.86107,37.373322,8,,3,8084444,8084444.0,76.5,,,832.885132782,Пятницкое шоссе,15,1,,0,1,3,25,1,http://www.cian.ru/sale/flat/151117802/
5775,55.883686,37.70885,2,Лосиноостровский,1,5700000,5700000.0,32.6,6.6,18.6,1015.25513763,Бабушкинская,8,0,0,1,0,9,9,0,http://www.cian.ru/sale/flat/139172582/
5776,55.786814,37.631137,0,,2,11500000,11500000.0,40.0,7.5,24.0,242.389373474,Проспект Мира,7,1,,0,0,3,12,0,http://www.cian.ru/sale/flat/151206847/
5777,55.804901,37.822307,3,Северное Измайлово,1,4500000,4500000.0,33.0,,20.0,385.004783914,Щелковская,20,1,0,0,1,3,5,0,http://www.cian.ru/sale/flat/149788531/
5778,55.703205,37.935468,4,,2,5619322,5619322.0,60.3,15.9,31.9,405.916160448,Выхино,11,1,,0,1,19,25,1,http://www.cian.ru/sale/flat/148329527/
5779,55.742554,37.764986,3,Перово,1,4850000,4850000.0,31.0,,18.0,103.110069499,Перово,18,1,0,0,1,4,5,0,http://www.cian.ru/sale/flat/148257199/
5780,55.742975,37.830311,3,Вешняки,3,6250000,6250000.0,60.0,,44.0,99.8476946967,Новогиреево,15,1,0,0,1,9,9,0,http://www.cian.ru/sale/flat/149564817/
5781,55.600648,37.59498,5,Чертаново Южное,2,6700000,6700000.0,47.0,7.5,31.0,1174.20349244,Улица Академика Янгеля,9,1,0,1,1,4,12,0,http://www.cian.ru/sale/flat/150910217/
5782,55.615965,37.546543,6,Ясенево,3,8249000,8249000.0,60.0,,39.0,1061.48670516,Ясенево,15,1,0,1,1,5,9,0,http://www.cian.ru/sale/flat/151484173/
5783,55.658576,37.614096,5,Нагорный,1,6600000,6600000.0,42.0,,21.0,744.09942086,Варшавская,7,1,0,1,1,12,12,0,http://www.cian.ru/sale/flat/150645955/
5784,55.846456,37.35672,8,Митино,1,7600000,7600000.0,39.6,10.0,19.0,715.65001302,Митино,3,1,0,0,1,9,14,0,http://www.cian.ru/sale/flat/149084508/
5785,55.576793,37.673403,5,,1,7710400,7710400.0,48.8,13.4,21.6,1348.25681156,,,,,0,1,22,24,1,http://www.cian.ru/sale/flat/149667561/
5786,55.761269,37.585592,0,Пресненский,2,19900000,19900000.0,56.0,,35.0,42.3650116408,Баррикадная,4,1,1,1,1,5,9,0,http://www.cian.ru/sale/flat/148282623/
5787,55.666447,37.745537,4,Люблино,3,6890000,6890000.0,56.0,,41.0,684.874888033,Братиславская,13,1,1,0,1,3,7,0,http://www.cian.ru/sale/flat/151254833/
5788,55.645719,37.704716,4,,1,4764201,4764201.0,36.3,12.0,14.7,840.444868964,Марьино,20,1,,0,0,30,32,1,http://www.cian.ru/sale/flat/148938619/
5789,55.494787,37.325692,10,,1,5100000,5100000.0,42.0,14.0,16.0,1932.01954626,Теплый Стан,30,0,,0,0,3,3,0,http://www.cian.ru/sale/flat/148124950/
5790,55.592683,37.116483,9,,2,3958516,3958516.0,45.3,,,1232.52283433,,,,,0,1,7,7,1,http://www.cian.ru/sale/flat/148295733/
5791,55.798444,37.496488,8,,2,19525520,19525520.0,59.8,,40.0,333.999032295,Октябрьское поле,7,1,,0,1,11,16,1,http://www.cian.ru/sale/flat/47772917/
5792,55.490315,37.312469,10,Троицк,4,8500000,8500000.0,146.8,15.2,90.9,1963.17543453,,,,1,0,1,4,5,0,http://www.cian.ru/sale/flat/146429158/
5793,55.755353,37.593965,0,,3,114000000,114000000.0,114.0,,57.1,3.72020496396,Арбатская,10,1,,0,0,2,7,0,http://www.cian.ru/sale/flat/151247147/
5794,55.750753,37.80868,3,Новогиреево,1,5400000,5400000.0,35.5,9.7,19.8,39.4908140107,Новогиреево,5,1,1,0,1,11,12,0,http://www.cian.ru/sale/flat/151489076/
5795,55.519412,37.395328,9,,2,5566049,5566049.0,63.2,,,1759.17553036,Теплый Стан,15,0,,0,0,6,9,1,http://www.cian.ru/sale/flat/150488352/
5796,55.503889,37.558131,9,Щербинка,1,5000000,5000000.0,42.0,10.0,18.0,1868.38417707,,,,1,0,1,9,12,0,http://www.cian.ru/sale/flat/150117075/
5797,55.727298,37.479941,7,Фили-Давыдково,5,,135696540.0,210.0,,154.0,221.01091837,Славянский бульвар,5,1,1,0,1,19,43,0,http://www.cian.ru/sale/flat/151466714/
5798,55.57668,37.481457,9,,2,4239000,4239000.0,31.4,,18.1,1349.07689377,Бунинская аллея,14,0,,0,0,10,24,1,http://www.cian.ru/sale/flat/150600668/
5799,55.80189,37.487865,8,Щукино,1,5600000,5600000.0,33.0,,20.0,361.207312005,Октябрьское поле,12,1,1,0,0,1,5,0,http://www.cian.ru/sale/flat/151521796/
5800,55.642677,37.388906,7,,1,4065500,4065500.0,34.6,10.1,17.1,863.167910829,,,,,0,1,4,17,1,http://www.cian.ru/sale/flat/47959474/
5801,55.452921,37.282896,10,,1,3550000,3550000.0,41.2,,18.0,2220.81614684,Теплый Стан,20,0,,0,1,5,5,1,http://www.cian.ru/sale/flat/148460108/
5802,55.820897,37.429779,8,,2,11837412,11837412.0,74.4,12.5,37.0,511.797370147,Спартак,5,1,,0,1,2,19,1,http://www.cian.ru/sale/flat/51813839/
5803,55.810835,37.647522,2,,1,8963500,8963500.0,45.5,,,431.968774368,Алексеевская,10,1,,0,1,1,22,0,http://www.cian.ru/sale/flat/150994313/
5804,55.427346,37.270517,10,поселение Краснопахорское,3,4500000,4500000.0,58.0,,44.8,2393.98789481,,,,1,0,1,3,4,0,http://www.cian.ru/sale/flat/150453473/
5805,55.348647,37.338987,10,,2,2250000,2250000.0,56.0,15.0,35.0,2910.56807812,,,,,0,1,3,5,0,http://www.cian.ru/sale/flat/149742699/
